State,Suburb,Brand,address,Postcode,Phone,E10,Regular,91 Octane,98 Octane,LPG,Diesel,Biodiesel,Premium Diesel,Eftpos,Workshop,24 Hours,Car wash,Disabled Toilet,ATM,BBQ Gas,Truckstop,Starcash,E-FLEX,95 Octane,Longitude,Latitude
QLD,CAMP HILL,CALTEX,424 OLD CLEVELAND RD CNR BENNETTS R,4152,07 38432482,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,153.064361,-27.491994
NSW,ISLINGTON,CALTEX,240 MAITLAND RD,2296,02 4961 2228,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,151.746186,-32.912668
VIC,GOLDEN SQUARE,CALTEX,446-450 HIGH ST CNR OAK ST,3555,03 5447 7175,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,144.249758,-36.780036
VIC,WERRIBEE,CALTEX SAFEWAY,45 CHERRY STREET,3030,03 9742 6205,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,144.665019,-37.900018
WA,MADDINGTON,CALTEX,KELVIN RD CNR ORCHARD RD,6109,08 94591919,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,7,Y,N,Y,115.999192,-32.035752
NSW,WARREN,CALTEX,1 COONAMBLE ROAD,2824,02 68474786,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,147.840587,-31.695086
NSW,BERKELEY VALE,CALTEX,1 BLADE CLOSE,2261,0418 210792,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,1,N,N,Y,151.423842,-33.330562
VIC,LAVERTON NRTH,CALTEX,180-182 CHERRY LANE,3026,03 85622100,N,N,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,1,N,N,N,144.783516,-37.841731
NSW,MORISSET,WOOLWORTHS CALTEX,125 DORA STREET,2264,02 49732194,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,151.480793,-33.112063
QLD,MARYBOROUGH,INDEPENDENT,186 JOHN STREET,4650,07 4121 6940,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,152.702964,-25.532833
SA,WELLINGTON,INDEPENDENT,4180 LANGHORNE CREEK ROAD,5259,08 85727327,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,139.38092,-35.33235
NSW,FREEMANS REACH,INDEPENDENT,442 KURMOND RD,2756,02 45796062,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,150.796782,-33.557724
WA,MANJIMUP,CALTEX,SOUTH WEST HWAY,6258,08 97711892,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,6,N,N,Y,116.149228,-34.232809
QLD,YABULU,CALTEX,BRUCE HWAY & GREENVALE ST,4818,07 4778 6195,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,7,N,N,N,146.603072,-19.216738
NSW,ARMIDALE,WOOLWORTHS CALTEX,244A BEARDY STREET,2350,02 67723821,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,151.662263,-30.51238
VIC,SWAN HILL,CALTEX,1-5 QUEEN STREET ENTRANCE CURLEWIS,3585,03 50329334,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,1,N,N,N,143.557453,-35.332572
NSW,BONALBO,AMPOL,LOT 8 WOODENBONG RD,2469,02 66651118,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,152.628047,-28.738261
NSW,RAYMOND TERRACE,CALTEX,40 RICHARDSON RD,2324,02 4983 1968,Y,N,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,2,Y,N,Y,151.764328,-32.755221
VIC,CORIO,CALTEX SAFEWAY,446 PRINCES HWY,3214,03 5274 2835,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,144.379873,-38.066553
ACT,CANBERRA AIRPORT PIALLIGO,CALTEX,10 TYSON DR,2609,02 6230 4755,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,149.187965,-35.309451
VIC,ROSEDALE,INDEPENDENT,73 PRINCE STREET,3847,03 51992471,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,146.784506,-38.151103
NSW,MACQUARIE FIELDS,WOOLWORTHS CALTEX,BROOKS ST  GLENQUARIE SHOPPING CTR,2564,02 9618 0641,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,150.89335,-33.98554
NSW,BANKSTOWN,WOOLWORTHS CALTEX,1618 CANTERBURY ROAD,2200,02 97092475,Y,N,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,151.039475,-33.933562
NT,KARAMA,WOOLWORTHS CALTEX,37 KALYMNS DRIVE CNR KOOLINDA DRIV,812,08 89274567,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,130.916096,-12.40154
VIC,MERNDA,SAFEWAY CALTEX,77 GREIG DRIVE,3754,03 97170028,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,145.10279,-37.58791
NSW,CHESTER HILL,WOOLWORTHS CALTEX,35 WOODVILLE ROAD,2162,02 97211777,Y,N,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,150.988788,-33.866593
NSW,RUTHERFORD,WOOLWORTHS CALTEX,300 NEW ENGLAND HIGHWAY,2320,02 4932 5365,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,151.524706,-32.714543
QLD,GORDONVALE,CALTEX,CNR DRAPER & BRUCE HWY,4865,07 40561419,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,145.775277,-17.085836
QLD,ST GEORGE,CALTEX,102-106 VICTORIA ST,4487,07 46255322,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,1,N,N,Y,148.581345,-28.035862
QLD,ST GEORGE,CALTEX,102-106 VICTORIA ST,4487,07 46255322,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,1,N,N,Y,148.581345,-28.035862
NSW,CHIPPING NRTON,CALTEX,30-40 ALFRED RD,2170,02 97552300,N,N,N,Y,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,7,N,N,Y,150.965518,-33.923135
QLD,TORRES STRAITS,INDEPENDENT,MOA ISLAND,9999,0429 313343,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,142.213047,-10.584441
QLD,TORRES STRAITS,INDEPENDENT,MOA ISLAND,9999,07 40694134,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,142.213047,-10.584441
QLD,TORRES STRAITS,INDEPENDENT,WARRABER ISLAND,9999,07 40694168,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,142.28618,-10.59469
QLD,TORRES STRAITS,INDEPENDENT,YAM ISLAND,9999,07 40694261,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,142.28618,-10.59469
QLD,TORRES STRAITS,INDEPENDENT,YORKE ISLAND,9999,07 40694265,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,142.28618,-10.59469
NSW,KOORINGAL VIA WAGGA WAGGA,CALTEX WOOLWORTHS,265-267 LAKE ALBERT RD,2650,02 6922 6524,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,147.375537,-35.140774
QLD,ROMA,CALTEX,LOT 16 ON SP 229814 BILLY BOB WAY,4455,,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,1,N,N,N,148.7766,-26.5797
QLD,BLACKALL,CALTEX,64 SHAMROCK STREET,4472,07 46574249,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,2,N,N,Y,145.468068,-24.425382
WA,FREMANTLE EAST,CALTEX,176 CANNING HWY CNR STATON RD,6158,08 93393073,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,115.765977,-32.040884
VIC,PASCOE VALE,CALTEX,281 GAFFNEY ST CNR DERBY ST,3044,03 9350 2419,N,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,144.945337,-37.732317
QLD,GYMPIE,WOOLWORTHS CALTEX,90-92 RIVER ROAD,4570,07 54836359,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,152.664556,-26.197015
WA,GOSNELLS,CALTEX,158 CORFIELD ST CNR STALKER RD,6110,08 9394 0221,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,115.987646,-32.079868
QLD,PROSERPINE,INDEPENDENT,73 FAUST STREET,4800,07 49452091,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,148.571238,-20.400434
WA,KARRATHA LIGHT INDUSTRIAL AREA,CALTEX,LOT 1540 ANDERSON RD,6714,0412 833576,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,1,N,N,N,116.86866,-20.775221
WA,TOM PRICE,CALTEX,LOT 33 MINE RD LIGHT INDUSTRIAL ARE,6751,0412 833576,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,1,N,N,N,117.77653,-22.72587
QLD,ILBILBIE VIA KOUMALA,CALTEX,BRUCE HIGHWAY,4738,0401 580 440,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,7,N,N,N,149.363045,-21.713998
SA,LAMEROO,INDEPENDENT,26 ADELAIDE RD,5302,08 85763117,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,140.91112,-35.266198
NT,TENNANT CREEK,INDEPENDENT,CNR STUART & BARKLY HWAYS,860,08 89622744,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,2,N,N,N,134.208009,-19.440173
VIC,ALBERTON,CALTEX,131 SOUTH GIPPSLAND HWY,3971,03 51832450,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,146.694196,-38.547445
NSW,MUNGINDI,INDEPENDENT,30 ST GEORGE ST CNR YAROUAH ST,2406,02 67532244,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,1,N,N,N,148.998112,-28.97788
NSW,PORT MACQUARIE,CALTEX,29 LORD ST,2444,02 6584 1446,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,152.917243,-31.432913
SA,FULHAM GARDENS,CALTEX,467-469 TAPLEYS HILL ROAD,5024,08 82351745,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,138.513254,-34.914886
SA,KADINA,CALTEX,23 FRANCES TCE,5554,08 88211014,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,137.715398,-33.965136
WA,NRTHCLIFFE,AMPOL,72 WHEATLEY COAST ROAD,6262,08 97767002,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,116.093955,-34.710347
NSW,HURLSTONE PARK,CALTEX,570 NEW CANTERBURY RD,2193,02 95581720,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,151.134146,-33.905828
NSW,WOOLLAHRA,CALTEX WOOLWORTHS,118 OLD SOUTH HEAD RD,2025,02 93898497,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,151.255382,-33.889612
VIC,LANGWARRIN,INDEPENDENT,115 CRANBOURNE RD,3910,03 97891309,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,145.140188,-38.147186
NSW,DUBBO,CALTEX,119 BOURKE ST CNR ERSKINE ST,2830,02 68823656,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,148.609157,-32.243389
QLD,DYSART,CALTEX,LOT 4 DYSART BYPASS ROAD,4745,07 49581043,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,Y,N,4,N,N,N,148.35989,-22.57988
TAS,SANDY BAY,CALTEX,40 PRINCES STREET CNR REGENT STREET,7005,,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,147.32376,-42.897281
WA,BELMONT,CALTEX,303 GREAT EASTERN HIGHWAY,6104,08 92772887,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,115.933146,-31.937461
QLD,BADU ISLAND TORRES STRAITS,INDEPENDENT,199 NNA ST,4875,0487 297030,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,142.220601,-10.583796
NSW,COOGEE SOUTH,CALTEX,169-173 MALABAR RD,2034,02 93155860,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,151.2572,-33.932427
WA,EAST PERTH,CALTEX,157 LORD STREET,6000,08 92270184,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,115.869666,-31.948572
NSW,MUSWELLBROOK,CALTEX,84-86 MAITLAND ROAD,2333,02 6543 4113,Y,N,N,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,150.897721,-32.277858
NT,KATHERINE,CALTEX,440 VICTORIA HWY (PO BOX 420),851,08 89721011,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,132.257151,-14.484973
WA,CANNING VALE,CALTEX,60 BANNISTER RD CNR CANVALE RD,6155,08 94551192,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,115.926144,-32.062891
TAS,BELLERIVE,CALTEX,1 GORDONS HILL RD CNR CAMBRIDGE RD,7018,03 6244 1894,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,147.372969,-42.866117
VIC,FERNTREE GULLY,SAFEWAY CALTEX,1873 FERNTREE GULLY ROAD,3156,,N,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,145.274794,-37.883144
WA,ALBANY,INDEPENDENT,LOT 61 LOWER KING RD,6330,08 98447333,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,N,117.918636,-34.995228
VIC,ABBOTSFORD,CALTEX,28-40 HODDLE ST,3067,03 9417 0959,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,144.991765,-37.808186
TAS,BRIDPORT,CALTEX,71 MAIN ST,7262,03 63561215,N,Y,N,N,N,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,N,Y,147.394927,-41.004089
WA,SWAN VIEW,CALTEX,LOT 139 MORRISON RD,6056,08 92554376,N,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,116.016144,-31.886004
NSW,ERMINGTON,CALTEX,560-562 VICTORIA RD CNR LAWSON ST,2115,02 9684 2469,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,151.054336,-33.814024
VIC,CLAYTON,CALTEX,409 CLAYTON RD CNR CENTRE RD,3168,03 9543 9496,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,145.11883,-37.92819
WA,NRTHAMPTON,CALTEX,144 HAMPTON RD,6535,08 99208000,N,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,1,N,N,N,114.63071,-28.35759
WA,MEEKATHARRA,CALTEX,LOT 831 OLIVE STREET,6642,08 99208000,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,1,N,N,N,118.49955,-26.59447
VIC,WERRIBEE,CALTEX,MALTBY BYPASS & PRINCESS HIGHWAY,3030,03 99742999,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,6,N,N,Y,144.658,-37.9033
NSW,MUSWELLBROOK,CALTEX,1-9 WILLIAM ST,2333,02 65431199,N,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,150.895719,-32.266247
VIC,AVENEL,CALTEX,JONES ST CNR ASH ST,3664,03 57962436,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,7,N,N,Y,145.23955,-36.90753
QLD,HERVEY BAY,CALTEX,115-119 BOAT HARBOUR DR CNR BEACH R,4655,07 4124 1244,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,152.831619,-25.287376
NSW,COOLAMON,INDEPENDENT,CNR WADE & COWABBIE STS,2701,02 69272555,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,147.200567,-34.816841
QLD,GIN GIN,CALTEX,56-58 MULGRAVE ST,4671,0457 322251,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,151.956437,-24.991209
TAS,ORFORD,INDEPENDENT,44 TASMAN HWY,7190,03 62571481,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,147.876343,-42.5526
QLD,CAMIRA,CALTEX,314 OLD LOGAN RD,4300,07 38180315,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,152.916193,-27.634818
VIC,BARNAWARTHA,INDEPENDENT,34-36 HIGH ST,3688,02 60267393,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,N,146.673314,-36.10575
NSW,SOUTH NWRA,CALTEX,100 PRINCES HWY CNR BROWNS RD,2541,02 4421 0078,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,150.602581,-34.905156
SA,ANGASTON,INDEPENDENT,CNR STOCKWELL & ANGASTON RD,5353,08 85642480,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,139.02706,-34.49391
VIC,CAMPBELLFIELD,CALTEX,1802-1808 HUME HWY CNR BARRYS RD,3061,03 93577058,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,2,N,Y,Y,144.955361,-37.668672
WA,BROOME,CALTEX,LOT 345 FLOWERDALE RD CNR MAVIS RD,6725,08 9192 1574,N,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,122.236291,-17.928154
NSW,EASTERN CREEK,CALTEX,LOT 1548 ROBERTS RD,2766,,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,N,N,1,N,N,N,150.83711,-33.81485
VIC,LAKE BOLAC,INDEPENDENT,2124 GLENELG HWY,3351,03 53502274,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,142.838912,-37.712559
NSW,HUSKISSON,INDEPENDENT,2 HUSKISSON ROAD,2540,02 44417111,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,150.66581,-35.03465
VIC,SHEPPARTON,CALTEX,117-123 NEW DOOKIE RD CNR MCGILL ST,3630,03 58218585,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,Y,145.428725,-36.365132
NSW,ROSEVILLE,CALTEX,20-22 BABBAGE ROAD,2069,02 9417 2625,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,151.194839,-33.778143
NSW,UKI,AMPOL,MAIN ST,2484,02 66795225,N,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,Y,153.337,-28.4139
SA,GILLES PLAINS,CALTEX,848 GRAND JUNCTION RD CNR WANDANA A,5086,08 82616747,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,138.660195,-34.845637
ACT,TUGGERANNG,CALTEX,150 O'HALLORAN CIRCUIT,2902,02 6231 7177,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,149.068791,-35.392605
WA,YUNDERUP,CALTEX,868 PINJARRA RD,6208,08 95376027,N,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,115.79836,-32.567189
QLD,ASHMORE,CALTEX,OLSEN AVE CNR NERANG RD,4214,07 5597 1966,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,Y,153.381106,-27.976324
SA,SALISBURY DOWNS,CALTEX,201 SALISBURY HIGHWAY,5108,08 8250 1904,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,138.633155,-34.771406
NSW,WERRINGTON,CALTEX,CNR DUNHEVED RD & HENRY LAWSON DR,2747,02 9623 0600,Y,N,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,150.741329,-33.746274
VIC,ALLANSFORD,CALTEX,5331 GREAT OCEAN RD,3277,03 55653193,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,142.628144,-38.394849
VIC,SANDRINGHAM,CALTEX SAFEWAY,73 BEACH RD,3191,03 9598 9718,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,145.001327,-37.944512
QLD,TORBANLEA,INDEPENDENT,18 ROBERTSON STREET,4662,07 41281148,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,152.597435,-25.347409
NSW,KELSO,WOOLWORTHS CALTEX,171 SYDNEY ROAD CNR GREAT WESTERN H,2795,02 63344549,Y,N,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,149.617481,-33.419483
NSW,MINTO,WOOLWORTHS CALTEX,2 CARY GROVE  CNR BEN LOMOND DRIVE,2566,02 96036573,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,150.836304,-34.026234
QLD,GRACEMERE,WOOLWORTHS CALTEX,1 - 19 MCLAUGHLIN STREET  CNR CAPRI,4702,07 49332056,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,150.45447,-23.432195
QLD,BARGARA,WOOLWORTHS CALTEX,707 THE BUNDABERG - BARGARA ROAD (B,4670,07 41547631,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,152.463,-24.8149
VIC,WODONGA,SAFEWAY CALTEX,81 VICTORIA CROSS PARADE,3690,02 6056 5158,N,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,146.892325,-36.138745
VIC,CLAYTON,SAFEWAY CALTEX,CNR WELLINGTON & GARDEN ROADS,3168,,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,145.147124,-37.917056
NT,JINGILI,CALTEX,ROTHDALE RD CNR MCMILLANS RD,810,08 89853396,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,Y,130.878222,-12.395328
NT,PALMERSTON,CALTEX,TEMPLE TERRACE CNR CHUNG WAH TCE,830,08 89322811,N,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,N,Y,130.985857,-12.482143
QLD,RAVENSHOE,INDEPENDENT,LOT 1 KENNEDY HIGHWAY,4888,07 40976305,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,145.48518,-17.61732
VIC,WALWA,INDEPENDENT,48-52 MAIN ST,3709,02 60371291,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,147.736457,-35.964116
QLD,BYFIELD,INDEPENDENT,2234 BYFIELD RD,4703,07 49351190,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,150.646485,-22.841303
NSW,GOULBURN,CALTEX,72-74 CLINTON ST,2580,02 48219778,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,Y,149.710768,-34.755306
NSW,ST MARYS,CALTEX,WORDOO ST CNR FORRESTER ST,2760,02 96233222,Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,150.776104,-33.75314
WA,GOOMALLING,CALTEX,2 FORWARD STREET,6460,08 96291550,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,116.832134,-31.299054
NSW,VINCENTIA,CALTEX,153 ELIZABETH DRIVE,2540,02 44415080,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,Y,150.675687,-35.069751
WA,WILLETTON,CALTEX,167-169 HIGH RD,6155,08 93548169,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,115.88397,-32.038817
TAS,WESTBURY,CALTEX,92 MEANDER VALLEY RD - BASS HWY,7303,03 63931341,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,146.833123,-41.526197
VIC,MOORABBIN,CALTEX,CNR SOUTH & CHESTERVILLE ROADS,3189,03 9555 4277,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,Y,N,N,N,Y,145.061333,-37.936524
QLD,CARINDALE,CALTEX WOOLWORTHS,1055 CREEK RD CNR WINSTANLEY ST,4152,07 33950279,N,Y,N,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,153.099911,-27.504493
NSW,ANNA BAY,CALTEX,216 NELSON BAY ROAD,2315,249190055,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,152.050437,-32.769194
QLD,WALLANGARRA,CALTEX,NEW ENGLAND HWY,4383,07 46843297,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,151.92614,-28.93197
NSW,MITTAGONG,CALTEX,65 BOWRAL RD,2575,02 4872 1637,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,150.438309,-34.452715
NSW,KHANCOBAN,INDEPENDENT,1389 ALPINE WAY,2642,02 60769400,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,148.124181,-36.21954
QLD,BANANA,INDEPENDENT,DAWSON HWY,4702,07 49957243,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,2,N,N,Y,150.12782,-24.47228
VIC,DEER PARK,CALTEX,1/75 MOUNT DERRIMUT RD,3023,03 8348 5261,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,1,Y,Y,Y,144.77366,-37.78026
WA,BUSSELTON,CALTEX,259 BUSSELL HWY,6280,08 97522002,N,Y,N,N,N,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,N,Y,115.311308,-33.65759
WA,PICTON,CALTEX,WIMBRIDGE RD CNR SOUTH WESTERN HWY,6229,,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,1,Y,N,N,115.699257,-33.349584
WA,BRIDGETOWN,CALTEX,1 SPENCER ST,6255,,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,116.138551,-33.958774
