Name,LocationNo,Street,Town,State,Postcode,Phone,Unlead,PremiumUnlead,BPUltimate, E10, Diesel, Any_Autogas, Hours_24, Trailers, LPGBottle, Toilets, CarWash, CleanGo, SuperWash, Other, Pay, EFTPOS, GIFT_CARD, ATM, Restaurant, TruckStops, Express, BP_UltimateDiesel,Latitude,Longitude
Carrabin Roadhouse,6716,Great Eastern Hwy,Carrabin,WA,6423,08 9046 7162,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,-31.37763155,118.6835701
Casterton Farm Supplies,400,1 Henty St,Casterton,VIC,3311,03 5581 1511,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-37.58353684,141.4080839
Castlemaine Tyre Service,474,228 Barker St,Castlemaine,VIC,3450,03 5472 1271,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-37.06279338,144.2174185
Castletown Service Station,6329,57 - 59 Goldfields Rd,Esperance,WA,6450,08 9071 1473,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,-33.83805057,121.9082482
Ceduna Fuel & Tyres,9071,28 Mckenzie St,Ceduna,SA,5690,08 8625 2911,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-32.126002,133.6771256
Checkpoint Service Station,8582,Old Princes Hwy,Warragul,VIC,3820,03 5623 1826,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-38.16311105,145.9126537
Cloncurry Depot,4191,1 Phillip Street,Cloncurry,QLD,4824,07 4742 1655,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,-20.70434919,140.5056158
Cobar Tyre Centre,2640,65 Marshall St,Cobar,NSW,2835,02 6836 2444,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,-31.49744977,145.8359078
Cobram Depot & Dca,848,Murray Valley Hwy,Cobram,VIC,3644,03 5872 2847,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,-35.93564453,145.6613439
Cobram Depot & Dca,8516,Murray Valley Hwy,Cobram,VIC,3644,03 5872 2847,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,-35.9356463,145.66134
Cohuna OPT,7197,38 Western Road,COHUNA,VIC,3568,,,,,,,N,N,,,,,,,,,,N,,,,N,N,-35.80506752,144.2094503
Coleambally DCA,5758,2 Calrose and Bencubbin St,coleambally,NSW,2707,02 6954 4458,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,-34.80271337,145.892393
Coolah Depot,5565,Cunningham Street,Coolah,NSW,2843,02 6362 3900,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,-31.82680511,149.7240132
Coramba Service Station and Hardware,5683,33 Gale Street,Coramba,NSW,2450,02 6654 4231,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-30.22177031,153.0142449
Corner Service Station,2819,25 Main St,Welshpool,VIC,3966,03 5688 1304,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,-38.66509446,146.4379123
Corrigin Depot,6118,1 Walton St,Corrigin,WA,6375,08 9063 2052,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,-32.33333709,117.8733525
Cowes Service Station,3280,160 - 162 Thompson Ave,Cowes,VIC,3922,03 5952 2024,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-38.45646322,145.2385217
Crouch Rural,5338,26 Brandis St,Crystal Brook,SA,5523,08 8636 2257,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-33.35372177,138.2085504
Crudelis Auto Repairs,9434,24 Maitland Rd,Mullewa,WA,6630,08 9961 1606,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-28.54000134,115.5133201
Cue Roadhouse,7373,Lot 245 Austin Street,Cue,WA,6640,08 9963 1218,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,N,,N,Y,N,N,Y,N,N,N,-27.42613043,117.8948205
Daley'S Garage,8035,56 Kennedy Highway,Tolga,QLD,4882,07 4095 4297,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,-17.22375845,145.4789929
Darling River Fuels,5547,4 Martin St,Wilcannia,NSW,2836,08 8091 5021,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,-31.56170365,143.3749003
Darlington Point Truck Stop,3278,7 Sturt Hwy,Darlington Point,NSW,2706,02 6968 4369,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,-34.59422849,145.9930385
Davis Auto Air,5428,59 Ingham Road West End,Townsville,QLD,4810,07 4772 2511,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-19.26776087,146.8017377
DCA Deniliquin,5587,Corner Of Hardinge Street And Sloane Street,Deniliquin,NSW,2710,03 9810 5621,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,-35.5324825,144.9524885
DCA Koorda,2285,1 Railway Street,KOORDA,WA,6475,,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-30.82290015,117.4824724
Deloraine Service Station & Dca,610,29 Bass Hwy,Deloraine,TAS,7304,03 6362 2805,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,-41.5138332,146.6519724
Denham Court Service Station,5720,505 Campbelltown Road,Denham court,NSW,2565,02 9605 9899,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-33.98210639,150.845945
Derby Store,7152,76 Tasman Highway,Derby,TAS,7264,03 6354 2338,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,-41.14054397,147.79309
Detention River Station,7042,Bass Hwy,Detention River,TAS,7321,03 6443 4159,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-41.37063829,145.2688138
Devonport Depot & Dca,7102,1 - 3 Stoneyrise Rd,Quoiba,TAS,7310,03 6424 1375,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,-41.20590615,146.3498263
DFS Kewdale,2497,543 Abernethy Road,Kewdale,WA,6105,08 9352 6700,n,n,n,n,Y,n,n,n,n,n,n,n,n,,n,Y,n,n,n,n,n,n,-31.98211523,115.9727964
Dirranbandi Service Station,8141,3 Railway St,Dirranbandi,QLD,4486,07 4625 8131,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,-28.58530001,148.2230465
Doyles BP Cygnet,703,42 Mary St,Cygnet,TAS,7112,03 6295 1588,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,-43.15994214,147.0759762
DPT Derby,6376,Elder Street,Derby,WA,6728,N/A,Y,n,n,n,Y,Y,n,n,n,n,n,n,n,,n,Y,n,n,n,n,n,n,-17.30212246,123.6250494
DPT Gulgong,4090,Railway Street,Gulgong,NSW,2852,n/a,y,y,n,n,y,y,n,n,n,n,n,n,n,,n,n,n,n,n,n,n,n,-32.35666423,149.5402784
DPT Katherine,8112,Zimin Drive,Katherine,NT,850,08 89 840 803,Y,n,Y,n,Y,Y,Y,n,n,n,n,n,n,,n,Y,n,n,n,n,n,n,-14.49302966,132.2523003
DPT Miles (QLD),4147,McUlty St,Miles,QLD,4415,07 4627 1458,n,n,n,n,Y,n,n,n,n,n,n,n,n,,n,Y,n,n,n,n,n,n,-26.66068372,150.235367
DPT St George (QLD),4899,Bundoran Road,St George,QLD,4487,07 4625 2255,y,n,n,n,y,n,n,n,n,n,n,n,n,,n,y,n,n,n,n,n,n,-28.11844546,148.7342592
DPT Wongan Hills,6127,13 Wongan Road,WONGAN HILLS,WA,6603,,,Y,Y,,Y,,,,,,,,,,,,,,,,,,-30.89885103,116.7211538
DSF Deloraine,7160,29 Bass Highway,Deloraine,TAS,7304,n/a,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,,Y,Y,N,N,N,N,N,N,-41.51383569,146.6519732
DSF Mareeba,1052,Biboohra Rd,Mareeba,QLD,4880,07 4092 1977,y,y,n,n,y,n,y,n,n,n,n,n,n,,n,y,n,n,n,n,n,n,-16.99116388,145.4223835
DSF Mildura,4810,210 Eighth Street,Mildura,VIC,3500,03 5023 2699,y,y,n,n,y,n,n,n,n,n,n,n,n,,n,y,Y,n,n,n,n,n,-34.17813744,142.1546936
DSF Scottsdale,7162,7 King Street,Scottsdale,TAS,7260,n/a,Y,Y,Y,n,Y,n,Y,n,n,n,n,n,n,,n,Y,n,n,n,n,n,n,-41.15992252,147.5181335
DSF Tamwoth,5845,23-27 Gunnedah Road,Tamworth,NSW,2340,02 6765 3044,y,n,n,n,y,n,n,n,n,n,n,n,n,,n,y,n,n,n,n,n,n,-31.09697231,150.9062639
DSS BP Hamilton (French St),7347,122 French Street,Hamilton,VIC,3300,03 5572 4999,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,,N,Y,N,N,N,N,N,N,-37.74348436,142.0286302
DSS BP KARUAH,7367,403 TAREAN ROAD,KARUAH,NSW,2324,02 4997 5306,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,,N,Y,N,Y,Y,N,N,N,-32.65366884,151.9626753
DSS Camooweal,7189,Lot 10 Barkly Highway,CAMOOWEAL,QLD,7189,07 4748 2155,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,,N,Y,N,Y,Y,N,N,N,-19.9305925,138.3042115
DSS Epsom Nth Bound,5562,589 Napier St,White Hills,VIC,3550,03 5448 4133,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,,N,Y,Y,Y,y,n,,N,-36.7209992,144.3124312
DSS Fairfield Waters,5707,cnr Stuart Dr & Mervyn Crossman Dr,Townsville,QLD,4810,07 4778 3805,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,,N,Y,,Y,Y,,,,-19.22194711,146.7524454
DSS Kingscote Service Station,7241,10 Telegraph Road,Kingscote,SA,5223,08 8553 2842,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,-35.65322383,137.6386086
DSS MORISSET,7369,608 FISHERY POINT ROAD,MORISSET,NSW,2264,02 4973 3390,Y,Y,Y,,Y,,,,,,,,,,,,,,,,,,-33.1079922,151.4979873
DSS Parkview (NSW),1217,176 Otho Street,Inverell,NSW,2360,02 6722 1653,,,,,,,,,,,,,,,,,,,,,,,-29.77821904,151.1155594
DSS Penneshaw Service Station,7242,Cnr Thomas Willson and Third street,Penneshaw,SA,5222,08 8553 1044,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,-35.71819423,137.9376986
DSS Springton General Store,7268,3 Miller Street,Springton,SA,7268,08 8568 2211,Y,Y,,,Y,N,,,N,N,,,,,,,N,,,,N,,-34.70855725,139.0883465
DSS Thruway Service Station,7345,82 Jubilee Highway West,Mount Gambier,SA,5290,08 8725 1092,Y,Y,N,,Y,Y,,,Y,Y,,,,,,Y,,Y,,,N,N,-37.81967946,140.7723316
DSS WALKERSTON MOTORS,3306,24 Dutton St,Walkerston,QLD,4751,07 4959 2255,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-21.16151513,149.0686291
DSS YORKETOWN TYRES,5840,8-10 Edithburgh Rd,Yorketown,SA,5576,n/a,Y,Y,n,n,Y,n,n,n,n,n,n,n,n,,n,n,n,n,n,n,n,n,-35.01982662,137.6061124
Dubbo Depot,2106,105 Erskine St,Dubbo,NSW,2830,02 6883 6440,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,-32.24422943,148.6101686
Dubbo Depot/OPT,7236,105 Erskine Street,Dubbo,NSW,2830,,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,,N,Y,N,N,N,N,N,N,-32.24422835,148.6101687
Dunedoo Service Station Centre,5446,20 Bolaro Street,Dunedoo,NSW,2844,02 63751242,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,-32.01657037,149.3987154
East Coast Garage,720,36 Franklin St,Swansea,TAS,7190,03 6257 8104,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-42.1232765,148.0741081
Eastside Service Station,9024,65 Princes Highway,East Murray Bridge,SA,5253,08 8532 5400,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,-35.11211927,139.2970776
Echuca OPT,3973,10 Sturt Street,Echuca,VIC,3564,03 5430 1100,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,n,y,N,N,N,N,N,N,-36.13962963,144.7559805
Edithburgh Motors,5806,58 Blanche Street,Edithburgh,SA,5583,08 8852 6067,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,-35.08830603,137.7458226
Eglington Bros,9043,18 Yorketown Rd,Maitland,SA,5573,08 8832 2793,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-34.37925358,137.6709514
Esperence Dca,6250,Lot 10 Harbour Road,Esperance,WA,6450,08 9071 2882,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,-33.8320999,121.8942891
Favero Motors,812,55 High St,Stanthorpe,QLD,4380,07 4681 1194,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-28.64854654,151.9446805
Fosters Service Station,319,84 - 90 Hyde St,Bellingen,NSW,2454,02 6655 1127,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-30.45208222,152.8958391
Fox Hills Service Station,852,Cnr Toongabbie St & Gilba Rd,Girraween,NSW,2145,02 9631 0288,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-33.79900263,150.9456931
Frankford Store,1338,1947 Frankford Hwy,Frankford,TAS,7275,03 6396 1195,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-41.335081,146.767511
Franks Service Station,2311,25 Mooculta St,Bourke,NSW,2840,02 6872 2357,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-30.0836129,145.9471587
Gallehawks Service Station,1606,133 Torquay Rd,Scarness,QLD,4655,07 4128 2633,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-25.285893,152.853642
Gargett Store,8044,3 Johnson Ave,Seaforth,QLD,4741,07 4958 5175,Y,N,N,N,Y,N,N,N,N,N,N,N,N,,N,N,Y,Y,N,N,N,N,-20.88621952,148.9480275
Gayndah Midway Roadhouse,5448,76 Capper Street,GAYNDAH,QLD,4625,07 4161 1188,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,-25.62803411,151.6148643
Geeveston Agency & Dca,7332,View St,Geeveston,TAS,7116,03 6297 1293,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-43.16563267,146.9280886
Geevstone Service Station,7025,4840 Church Street,Geeveston,TAS,7116,03 6297 1652,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,-43.16387953,146.9271732
Geraghtys Engineering,6279,43 - 45 Shadbolt St,Mukinbudin,WA,6479,08 9047 1031,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-30.91485912,118.2047705
Geraldton Depot,6023,Lot 1662 Shenton Street,GERALDTON,WA,6530,08 99212412,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,-28.78244784,114.6061885
Geraldton Depot,6610,Lot 1662 Shenton St,Geraldton,WA,6530,08 9921 2412,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,-28.78244805,114.6061908
Gibson Soak Store (DSS),6661,Post Office,GIBSON,WA,6448,08 9075 4020,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,-33.6506415,121.812717
Gladstone Store,7089,30 Chaffey Street,Gladstone,TAS,7264,03 6357 2182,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,-40.96001204,148.0099464
Go 24 Bathurst Road,9549,55 - 56 Bathurst Rd,Orange,NSW,2800,02 6362 7769,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-33.28980095,149.1086252
Go 24 Kelso,1225,63 Sydney Rd,Kelso,NSW,2795,02 6332 5325,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-33.4192556,149.6076087
Go 24 Summer Street,1285,81 Summer St,Orange,NSW,2800,02 6362 1005,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-33.28262133,149.0949009
Golden Apple Super Store,2370,31 Yanco Rd,Leeton,NSW,2705,02 6953 2000,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-34.57180046,146.3944239
Golden Square OPT,1013,2e Thistle St,Golden Square,VIC,3555,03 5430 1100,Y,N,N,N,Y,N,y,N,N,N,N,N,N,N,n,y,N,N,N,N,N,N,-36.77482244,144.2695996
Goondiwindi DCA,5932,Racecourse Road,GOONDIWINDI,QLD,4390,07 4671 2811,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,-28.53345254,150.3144079
Goondiwindi Depot,4124,Racecourse Rd,Goondiwindi,QLD,4390,07 4671 2811,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,-28.53345387,150.3144069
Gore Roadhouse,5523,3 Cunningham Highway,Gore,QLD,4352,n/a,y,y,n,n,y,n,n,n,n,y,n,n,n,,n,y,n,n,n,n,n,n,-28.31687836,151.4502486
Great Southern Fuel Suppy,5425,Copal Rd,Albany,WA,6330,08 9842 9099,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,-34.95499194,117.8879648
Green'S Mandurama,2991,Mid Western Hwy,Mandurama,NSW,2792,02 6367 5195,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-33.64547074,149.0812972
Gregory Highway Roadhouse,1614,Lot 133,Gregory Highway,QLD,4721,07 4983 1591,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,-22.80259946,147.6462658
Grenfell Road Dca (Cowra),4460,11 Grenfell Rd,Cowra,NSW,2794,02 6342 1235,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,-33.83437178,148.6733836
Growmart Iama Nangiloc,871,2558 Kulkyne Way,Nangiloc,VIC,3494,03 5029 1502,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,-34.47099873,142.3522974
Gulf Gate Roadhouse,428,1 Samwell Street,Croydon,QLD,4871,07 4745 6169,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,-18.20234294,142.2400676
Gulf Mini Mart,4453,153 Robinson Rd,Borroloola,NT,854,08 8975 8790,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,-16.07399608,136.3079179
Gunnedah Depot,2042,Boggabri Rd,Gunnedah,NSW,2380,02 6770 2021,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,-30.97239018,150.2418363
Gympie West Service Station,1539,27 Louisa St,Gympie,QLD,4570,07 5482 4225,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,-26.18154098,152.6634733
Hamilton Newsagency,7034,51 Lyell Hwy,Hamilton,TAS,7140,03 6286 3236,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,-42.55949215,146.8318643
Hay Motor Cycles,2345,68 Lachlan St,Hay,NSW,2711,02 6993 1296,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,-34.5119151,144.843036
Heathcote Northend Roadhouse,3377,212 High Street,Heathcote,VIC,3523,03 5433 2090,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,-36.91599433,144.7028915
Highway One BP,5020,35 Eyre Hwy,Ceduna,SA,5690,08 8625 2208,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-32.11387622,133.6722966
Highway Service,2561,66 Kelly St,Scone,NSW,2337,02 6545 1586,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-32.04425348,150.8664802
Hilston Dca,3261,141 Cowper Street,Hillston,NSW,2675,02 6967 2380,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,-33.48814101,145.5381802
Hodgetts Brothers,443,64 BURKE STREET,LANDSBOROUGH,VIC,3384,03 5356 9330,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,-37.00649895,143.1314689
Hyden Dca,2453,7 Marshall St,Hyden,WA,6359,08 9881 1962,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,-32.4491304,118.8647028
Iga Express Caulfield,115,566 Hawthorn Road,Caulfield North,VIC,3161,03 9596 5187,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,-37.87336697,145.0245772
Imbil Friendly Grocer,4859,100 Yabba Road,Imbil,QLD,4570,07 5484 5210,Y,Y,Y,N,Y,N,N,N,n,N,N,N,N,,N,Y,Y,Y,N,N,N,N,-26.46066273,152.6754879
Injune Roadhouse,5709,2 Hutton Street,Injune,QLD,4454,07 4626 1369,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,-25.84012081,148.5668152
Isis River Tourist Centre,1629,27881 Bruce Hwy,Childers South,QLD,4660,07 4126 2199,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,-25.24731849,152.3255927
John Jackson Motors,4046,Wondai Rd,Hivesville,QLD,4612,07 4168 9919,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-26.17787244,151.6794777
Jos Roadhouse,1486,2175 Rosedale Rd,Avondale,QLD,4670,07 4156 1322,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,-24.75305596,152.1344701
JR &GE Nixon P/L,125,Gap Street,Springsure,QLD,4722,07 4984 1267,N,Y,N,Y,Y,n,N,N,n,N,N,N,N,,N,N,n,N,N,N,N,N,-24.11760559,148.0934351
Jugiong Service Station,2344,5 Riverside Drive,Jugiong,NSW,2726,02 6945 4276,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,-34.82204833,148.3393008
-12.674598,3158,Arnhem Hwy,South Alligator,NT,886,08 8979  0166,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,-12.674598,132.478801
Karratha Depot,6105,Mardie Road,Karratha Industrial Estate,WA,6714,(08) 9185 1166,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,-20.77594238,116.8603881
Katanning Depot,6106,Corner Of Dore Street And Drove Street,Katanning,WA,6317,08 9821 1766,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,-33.69584934,117.5625988
Katanning Roadhouse,6353,68 Cornwall St,Katanning,WA,6317,08 9821 2165,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,-33.70181607,117.5604336
Kempsey Service Station,2802,22 Carri St,Kempsey,NSW,2440,02 6562 5537,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,-31.08199936,152.8350015
Kenilworth Garage,1710,20 Elizabeth St,Kenilworth,QLD,4574,07 5446 0214,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-26.59491568,152.7283119
Kerang OPT,3908,9511 MURRAY VALLEY HIGHWAY,KERANG,VIC,3579,03 5450 3440,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,-35.75090078,143.9244025
Kilcoy Driveway,5568,22 Hope Street,Kilcoy,QLD,4515,07 5497 1308,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-26.94676043,152.5653423
Kilkivan News & Takeaway,4734,37 Bligh St,Kilkivan,QLD,4600,07 5484 1192,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,-26.08631178,152.2406616
Kilkivan Tyre & Rural Supplies,5491,17 Crescent Street,Kilkivan,QLD,4600,07 5484-1368,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,-26.08404367,152.2413529
KINGS BRIDGE SERVICE STATION,7181,21 WELLINGTON STREET,LONGFORD,TAS,7301,0418 593962,Y,Y,Y,N,Y,N,,Y,Y,Y,N,N,N,,N,Y,N,N,N,N,,,-41.5893243,147.1203969
Kolijo Store,3167,Bruce Hwy,Kolijo,QLD,4740,07 49588164,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,-21.14999173,149.1271427
Koremans Store,8363,180 Wood Street/Cunningham Highway,Warwick,QLD,4370,07 4661 2563,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,-28.21437084,152.0351468
Kununurra Depot,9942,Lot 2257 Victoria Hwy,Kununurra,WA,6743,08 9168 2244,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,-15.78569749,128.7326074
L K Motors,686,Cnr Spence & Buchan Sts,Cairns,QLD,4870,0740 51 6297,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,-16.93362078,145.7645182
Laffan Bros Motors,8499,104 High St,Wallan,VIC,3756,03 5783 1211,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-37.41095251,144.9795629
