Name, LocationNo, Street, Town, State, Postcode, Phone, Unlead, PremiumUnlead, BPUltimate, E10, Diesel, Any_Autogas, Hours_24, Trailers, LPGBottle, Toilets, CarWash, CleanGo, SuperWash, Other, Pay, EFTPOS, GIFT_CARD, ATM, Restaurant, TruckStops, Express, BP_UltimateDiesel,
BP Depot Oudenryn,1978,45 Boolcrrol Rd,Wee Waa,NSW,2388,02 6795 4076,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Desert Palms,2478,203 Beira Rd,Laverton,WA,6440,08 9031 1210,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,
BP Dog Swamp,6234,Lot 12 Wanneroo Rd,Yokine,WA,6060,08 9444 6990,Y,N,N,N,N,Y,N,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,Y,
BP Donald,421,104 Wood St,Donald,VIC,3480,03 5497 1150,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,
BP Donald (VIC),5931,104 Woods Street,Donald,VIC,3840,03 5497 1150,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,,N,Y,N,N,N,N,N,N,
BP Dongara,6350,85 Brand Hwy,Dongara,WA,6525,08 9927 1077,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,
BP Donnybrook,6438,16 South West Hwy,Donnybrook,WA,6239,08 9731 1897,Y,N,Y,N,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,
BP Dover,7063,1 Station Rd,Dover,TAS,7117,03 6298 1102,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,
BP Drayton,4691,36 - 38 Brisbane St,Drayton,QLD,4350,07 4630 1715,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,
BP Duaringa Truckstop,4334,Capricorn Hwy,Duaringa,QLD,4702,07 4935 7129,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,
BP Dublin,6966,Lot 7 Port Wakefield Rd,Dublin,SA,5501,08 8529 2400,Y,Y,Y,n,Y,Y,n,Y,Y,Y,n,n,n,,n,Y,Y,n,n,n,n,n,
BP Dunsborough,5464,Cnr Naturaliste Tce And Dunn Bay Road,Dunsborough,WA,6281,08 9725 6500,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Dural,831,582 Old Northern Rd,Dural,NSW,2158,02 9651 2321,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Dysart,1659,Cnr Hannah Cres & Garnham Drive,DYSART,QLD,4745,07 4950 0462,n,n,Y,N,N,N,N,,N,,N,N,N,,,,,,,,N,n,
BP Eaglehawk,5454,11 Peg Leg Road,Eaglehawk,VIC,3556,03 5446 1982,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,
BP East,612,161 Tartleton St,East Devonport,TAS,7310,03 6427 8711,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,
BP East Ballan Travelstop,6844,Bences Lane,Ballan,VIC,3342,03 5368 1899,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,
BP East Doncaster,3491,300 Blackburn Rd,Doncaster East,VIC,3108,03 9841 9355,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP East End,1289,46 Clarinda St,Parkes,NSW,2870,07 5438 1636,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP East Geelong,5445,369 Portarlington Road,Moolap,VIC,3221,03 52484977,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP East Malvern,3916,101 Waverley Rd (Cnr Burke Rd),Malvern East,VIC,3145,03 9571 0972,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP East Prahran,82,549 High St,Prahran,VIC,3181,03 9510 5934,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,
BP East Toowoomba,1506,Cnr Bridge St & Mary St,Toowoomba,QLD,4350,07 4632 6790,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Eastern Heights,1432,Robertson & Grange Rds,Eastern Heights,QLD,4305,07 3281 3044,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Edgecliffe,7256,67 New South Head Road,EDGECLIFF,NSW,2027,02 9363 4553,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Edinburgh Castle,4262,411 Gympie Rd,Kedron,QLD,4031,07 3359 1641,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,
BP Edithvale,3935,Cnr Station St & Lochiel Ave,Edithvale,VIC,3196,03 9772 3603,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Edmonton,5498,167 Bruce Highway,Edmonton,QLD,4869,07 4055 4899,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,
BP Elanora,5750,Cnr Guineas Creek Road and Casuarina Drive,Elanora,QLD,4221,07 5533 9643,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,Y,
BP Elliott,7304,3 Lewis St,Elliot,NT,862,08 8969 2025,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,,N,Y,N,N,Y,N,N,N,
BP Elmore,5455,1 Margaret Street,Elmore,VIC,3558,03 5432 6429,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,
BP Emerald,1434,Cnr Clermont & Ruby St,Emerald,QLD,4720,07 4982 1609,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Empire Bay (DSS),7362,276 Empire Bay Drive,Empire Bay,NSW,2257,02 4369 8760,Y,Y,Y,,Y,Y,N,Y,Y,Y,Y,N,N,Y,,Y,,Y,,,,N,
BP Energy Fuel Laverton,3911,42-44 Little Boundary Rd,LAVERTON NORTH,VIC,3026,03 9314 0999,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,
BP Enfield,5586,184 Liverpool Road,Enfield,NSW,2136,02 9747 8177,N,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,
BP Engadine,837,963 Old Princes Hwy,Engadine,NSW,2233,02 9520 8640,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Epping,7333,31 Bridge St,Epping,NSW,2121,02 9869 1233,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Epsom,16,Cnr Midland Hwy & Taylor Sts,Epsom,VIC,3551,03 5448 4394,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,
BP Eromanga,4166,Webber Street,Eromanga,QLD,4480,07 4656 4881,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Erskinville,9509,Cnr Erskinville Rd & Union St,Erskinville,NSW,2043,02 9557 5427,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP ETON VALE,341,13649 New England Hwy,Cambooya,QLD,4358,07 46961200,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,,N,Y,N,Y,Y,N,N,N,
BP Euroa,3052,29 Taracombe St,Euroa,VIC,3666,03 5795 3677,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,
BP Express Aitkenvale,1400,273 Ross River Rd,Aitkenvale,QLD,4814,07 4779 7855,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Express Ashgrove,4215,109 Stewart Rd,Ashgrove,QLD,4060,07 3366 5449,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,Y,
BP Express Aspley,1404,1316 Gympie Rd,Aspley,QLD,4034,07 3263 8131,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,Y,
BP Express Beresfield,1231,2 John Renshaw Dr,Beresfield,NSW,2322,02 4964 4555,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,N,
BP Express Bexley,9489,610 Forest Rd,Bexley,NSW,2207,02 9587 9502,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Express Casula,810,Cnr Graeme Ave & Hume Hwy,Casula,NSW,2170,02 9601 1665,N,N,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Express Chisholm,2909,3 Benham St,Chisholm,ACT,2905,02 6292 3791,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,N,
BP Express Condell Park,817,Cnr Lancelot & Edgar Sts,Condell Park,NSW,2200,02 9709 3363,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,
BP Express Croydon Park,1397,236 - 240 Georges River Rd,Croydon Park,NSW,2133,02 9799 2645,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Express Dundas,830,Corner Of Quarry Road And Kissing Point Road,Dundas,NSW,2117,02 9638 7085,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,
BP Express Eight Mile Plains,8094,Warrigal & Padstow Rds,Eight Mile Plains,QLD,4113,07 3341 3143,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,Y,Y,N,N,Y,Y,
BP Express Engadine,9508,1234 Old Princess Hwy,Engadine,NSW,2233,02 9520 9322,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Express Frankston,157,298 Frankston - Dandenong Rd,Seaford,VIC,3199,03 9786 8411,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,Y,N,
BP Express Glenquarie,2272,Cnr Harold St & Victoria Rd,Macquarie Fields,NSW,2564,02 9618 2685,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,
BP Express Golf Links Road,8567,1 Golf Links Road,Frankston,VIC,3199,03 9783 4446,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,
BP Express Goodna (closed until early 2012),8108,237 Brisbane Rd,Goodna,QLD,4300,07 3818 0511,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Express Gymea,860,Corner Of Kingsway  And Gymea Bay Road,Gymea,NSW,2227,02 9524 5015,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Express Hornsby,2226,Corner Of George Street And Burdett Street,Hornsby,NSW,2077,02 9477 3892,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,
BP Express Kingston,2217,77 Canberra Ave,Kingston,ACT,2604,02 6295 6021,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,
BP Express Lane Cove,2212,58 Epping Road,Lane Cove,NSW,2066,02 9427 1091,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Express Magill Road,5952,257 Magill Rd,Trinity Gardens,SA,5068,08 8431 1066,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,
BP Express Marulan Northbound,2330,Hume Highway,Marulan,NSW,2579,02 48411822,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,N,
BP EXPRESS MARULAN SOUTHBOUND,2328,Hume Highway,Marulan,NSW,2579,02 4841 1877,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,
BP Express Merrylands,919,Corner Of Kenyons Road And Sherwood Road,Merrylands West,NSW,2160,02 9632 7912,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,
BP Express Modbury,9132,931 North East Rd,Modbury,SA,5092,08 8396 3511,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,
BP Express Mona Vale,921,1721 Pittwater Rd,Mona Vale,NSW,2103,02 9979 5893,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Express Mosman,926,175 Ourimbah Rd,Mosman,NSW,2088,02 9953 3760,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Express Northwood,2199,7 - 9 Northwood Rd,Northwood,NSW,2066,02 9427 4692,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,
BP Express O'Halloran Hill,9009,131 South Rd,O'Halloran Hill,SA,5158,08 8381 2558,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,Y,N,
BP Express Peninsula,9540,Cnr Barrenjoey & Darley Rds,Mona Vale,NSW,2103,02 9999 4633,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Express Penrith,945,Cnr Castlereagh Rd & Coreen Ave,Penrith,NSW,2750,02 4721 3400,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Express Phillip,2222,166 Melrose Dr,Phillip,ACT,2606,02 6281 2633,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Express Pymble,957,Cnr Bannockburn Rd & Pacific Hwy,Pymble,NSW,2073,02 9983 9873,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Express Rose Bay,970,595 Old South Head Rd,Rose Bay,NSW,2029,02 9371 6613,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Express Rydalmere,976,Cnr Victoria Rd & Clyde St,Rydalmere,NSW,2116,02 9684 4998,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,
BP Express St Lucia,4278,Cnr Brisbane St & Benson Sts,St Lucia,QLD,4067,07 3870 3805,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,
BP Express St Peters,2210,2 Princes Hwy,St Peters,NSW,2044,02 9557 2504,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Express Toronto,2235,Corner Of Carey Street And Donnelly Avenue,Toronto,NSW,2283,02 4959 1397,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Express Tower,1025,500 Willoughby Road,Willoughby,NSW,2068,02 9958 2194,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Express Tuggerah,1002,100 Pacific Hwy,Tuggerah,NSW,2259,02 4352 1584,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,
BP Express Valentine,1010,855 Macquarie Dr,Valentine,NSW,2280,02 4946 8084,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Express Warwick Farm,2233,Cnr Hume Hwy & Forbes St,Warwick Farm,NSW,2170,02 9601 2588,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Express West Ryde,2241,1233 Victoria Rd,West Ryde,NSW,2114,02 9804 6504,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Express Willoughby,1026,316 Penhurst St,Willoughby,NSW,2068,02 9417 6713,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Express Wyoming,2255,481 Pacific Hwy,Wyoming,NSW,2250,02 4329 7562,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Fairfield,6945,Cnr Sackville and Hamilton Streets,Fairfield,NSW,2165,02 9728 6717,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,,N,Y,Y,N,N,N,N,N,
BP Fairy Meadow,6037,224 Princess Highway,Fairy meadows,NSW,2519,02 4227 4944,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,n,n,
BP Fannie Bay,9301,88 Ross Smith Ave,Fannie Bay,NT,820,08 89817330,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Fawkner,52,1210 Sydney Rd,Fawkner,VIC,3060,03 9359 4588,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Fernhill,3226,Cnr Stephensons & Ferntree Gully Rds,Mount Waverley,VIC,3149,03 9544 8563,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,
BP Ferry Street,1436,71 Ferry St,Maryborough,QLD,4650,07 41213699,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,
BP Finley,484,255 Murray St,Finley,NSW,2713,03 5883 3458,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Fish Creek,6988,3 Falls Rd,Fish Creek,VIC,3953,03 5683 2521,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,,N,Y,N,Y,N,N,N,N,
BP Fitzroy,9196,20A Main North Rd,Thorngate,SA,5082,08 8344 9595,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Flores Road,6437,Cnr Flores Rd & Fourth St,Wonthella,WA,6530,08 99211290,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,,N,Y,N,N,N,N,N,N,
BP Forbes,1159,Cnr Johnson & Dowling Sts,Forbes,NSW,2871,02 6852 2245,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,
BP Forest Glen,1556,Mons Rd,Forest Glen,QLD,4556,07 5445 3477,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Forestville,2227,632 Warringah Rd,Forestville,NSW,2087,02 9451 4165,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Forrestfield,1828,Cnr Hale & Hartfield Rds,Forrestfield,WA,6058,08 9359 4503,Y,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,
BP FORSTER,7261,86-88 McIntosh Street,FORSTER,NSW,2428,02 6555 7252,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,,N,Y,Y,N,N,N,N,N,
BP Fortescue,6323,51 North West Coastal Highway,Sherlock,WA,6714,08 9184 5126,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Foster,6987,94 Main St,Foster,VIC,3960,03 5682 2008,Y,Y,Y,n,Y,Y,n,n,Y,Y,n,n,n,,n,Y,Y,n,n,n,n,n,
BP Frankston South,7257,38 Frankson-Flinders Road,FRANKSTON SOUTH,VIC,3199,03 9769 6533,Y,Y,Y,N,Y,Y,N,,N,N,N,N,N,,N,N,Y,N,N,N,N,N,
BP Fyshwick,7075,2 Ipswich Street,Fyshwick,ACT,2609,02 6280 6881,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,
BP GAMBIER WEST,7344,12 Crouch Street South,Mount Gambier,SA,5290,08 8723 2033,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,
BP Gateshead,5516,66-68 Oxford Street,Gateshead,NSW,2290,02 4943 2902,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Gateway Port Macquarie,5549,Cnr Pacific Highway And Oxley Hwy,Port Macquarie,NSW,2446,02 6581 1325,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Gatton,1548,277 Gatton - Helidon Rd,Gatton,QLD,4343,07 5462 1452,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Gawler,5922,22 Murray St,Gawler,SA,5118,08 8522 2554,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Geebung,1442,Corner Of Newman Road And Lauren Street,Geebung,QLD,4034,07 3265 6763,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP General Store,1975,Cnr Bruxner Hwy & Lindendale Rd,Wollongbar,NSW,2477,02 6628 1240,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Gidgegannup,6144,2095 Toodyay Road,Gidgegannup,WA,6083,08 9574 6171,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,
BP Gilgandra,728,84 Miller Street,Gilgandra,NSW,2827,n/a,y,y,n,n,y,y,n,n,n,y,n,n,n,,n,y,n,n,n,n,n,n,
BP Gin Gin,6957,6 Mulgrave Street,Gin Gin,QLD,4671,07 4157 2265,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,,N,Y,Y,Y,Y,N,N,N,
BP GLADSTONE AIRPORT,5573,Dawson Highway,West Gladstone,QLD,4680,07 4978 3579,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Gladstone City,7283,3-5 Dawson Highway,GLADSTONE,QLD,4680,07 4972 3888,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,,N,Y,Y,N,N,N,N,Y,
BP Glendambo Travel Stop,5333,Stuart Highway,GLENDAMBO,SA,5710,08 8672 1030,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,
BP Glenella Store,8345,66 HILL END ROAD,Glenella,QLD,4740,07 4942 1200,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,
BP Glenroy,3371,770 Pascoe Vale Road,Glenroy,VIC,3046,03 9304 2580,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,,Y,Y,Y,Y,N,N,N,N,
BP Glenview,4234,2632 GLASS HOUSE MOUNTAINS ROAD,GLENVIEW,QLD,4553,07 54945151,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,
BP Glenwood Trading,6998,Lot 1 Arborten RD,GLENWOOD,QLD,4570,07 5485 7216,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,,N,Y,N,Y,N,N,N,N,
BP Glossop,9095,7 Anderson Tce,Glossop,SA,5344,08 8583 2018,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Golden Gate,1896,438 Hannan Street,Kalgoorlie,WA,6430,08 9021 1737,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Goomalling,1813,42 Main St,Goomalling,WA,6460,08 9629 1245,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,
BP Goondi Bend,5509,117 Palmerston Drive,Innisfail,QLD,4860,07 4061 1033,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Goonellabah,3036,339 Ballina Rd,Goonellabah,NSW,2480,02 6624 3647,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Gracemere Servie Centre,4900,29 - 31 Laurie St,Gracemere,QLD,4702,07 4933 3777,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Grafton,1186,58 Fitzroy St,Grafton,NSW,2460,02 6643 5155,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Grantville,3341,1514-1516 Bass Hwy,Grantville,VIC,3984,03 5678 8545,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Granville,5585,27 Woodville Road,Granville,NSW,2142,02 9637 5795,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,
BP Granville Maryborough,6964,107 Cambridge Street,Maryborough,QLD,4650,07 4123 1665,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,
BP Greenfield Park,6333,BP GREENFIELD PARK,GREENFIELD PARK,NSW,2176,02 9610 4554,Y,,Y,,Y,,,,,,,,,,,,,,,,N,,
BP Greenleigh,3212,131 Grimshaw St,Greensborough,VIC,3088,03 9435 4939,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,
BP Greenwood,6171,19 Coolibah Dr,Greenwood,WA,6024,08 9447 5876,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Grenfell,1193,83 Camp St,Grenfell,NSW,2810,02 6343 1749,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,
BP Grenfell Road,2336,11 Grenfell Rd,Cowra,NSW,2794,02 6342 1235,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,
