State,Suburb,Brand,Address,Postcode,Phone,E10,ULP,PULP,VX98,LPG,Diesel,Biodiesel,Vortex Diesel,Eftpos,Workshop,OpenAllHours,Carwash,Disabled Toilet,ATM,BBQ Gas,Truckstop,Starcash,E-FLEX,VX95,Longitude,Latitude
QLD,KIRKWOOD,WOOLWORTHS CALTEX,CNR KIRKWOOD ROAD & DIXON DRIVE,4680,07 49790741,No,Yes,No,No,No,No,No,Yes,No,Yes,No,,No,No,Yes,N,No,No,Yes,151.2449270,-23.8962460
NSW,CROWS NEST,CALTEX WOOLWORTHS,111-121 FALCON ST,2065,02 9922 2600,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,151.2060300,-33.8286800
NSW,CAMBRIDGE PARK,CALTEX,LOT 6 STAR COURT,2747,02 47303222,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,N,Yes,No,Yes,150.7170570,-33.7402270
VIC,BALLARAT,CALTEX,1117-1119 LA TROBE ST,3350,03 53361999,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,,No,No,No,N,No,No,Yes,143.8154840,-37.5705520
VIC,BALLARAT,CALTEX,1117-1119 LA TROBE ST,3350,03 53361999,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,,No,No,No,N,No,No,Yes,143.8154840,-37.5705520
VIC,CORIO,CALTEX,262-272 PRINCES HWY,3214,03 52751151,No,Yes,No,No,No,Yes,No,No,No,Yes,No,,No,No,No,N,No,No,Yes,144.3658240,-38.0781760
VIC,CORIO,CALTEX,248 PRINCES HWY CNR HARPUR RD,3214,03 52751151,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,,No,No,No,N,No,No,Yes,144.3647100,-38.0790950
VIC,GROVEDALE,CALTEX,168 TORQUAY RD CNR MARSHALLTOWN,3216,03 52419826,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,No,No,N,No,No,Yes,144.3423870,-38.1963450
NSW,PRESTONS,AMPOL,358 HOXTON PARK RD,2170,02 96081500,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,N,No,No,Yes,150.8818050,-33.9278800
SA,NORTH BRIGHTON,CALTEX,323-327 BRIGHTON RD,5048,08 83770303,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,N,Yes,No,Yes,138.5219370,-35.0056440
NSW,MANILLA,INDEPENDENT,70 COURT ST,2346,02 67851284,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,Yes,No,No,150.7248710,-30.7483730
SA,NORTH ADELAIDE,CALTEX,131-139 O'CONNELL ST,5006,08 82391829,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,Yes,Yes,138.5954060,-34.9049500
VIC,LEOPOLD,CALTEX,806-812 BELLARINE HWY,3224,03 52503085,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,,No,No,No,N,No,No,Yes,144.4702870,-38.1907440
VIC,NEWTOWN,CALTEX,404-408 SHANNON AVE CNR WEST FYANS,3220,03 52218107,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,No,No,No,N,No,No,No,144.3332540,-38.1576730
SA,ADELAIDE,CALTEX,144 HUTT ST,5000,08 82233926,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,,Yes,No,Yes,N,No,No,No,138.6122740,-34.9302280
NSW,COROWA,INDEPENDENT,280 HUME ST,2646,0438 243217,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,No,146.3756850,-36.0099490
QLD,MITCHELL,CALTEX,3 CAMBRIDGE ST,4465,07 46231125,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,1,Yes,No,Yes,146.1554250,-26.4862010
VIC,LOCKINGTON,CALTEX,9-11 LOCKINGTON ROAD,3563,03 54862683,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,N,No,No,Yes,144.5358890,-36.2693320
NT,YUENDUMU,INDEPENDENT,TANAMI ROAD,0872,08 89564006,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,Yes,No,N,No,No,No,131.7952850,-22.2553910
VIC,TALLAROOK,CALTEX,LOT 2 HUME HIGHWAY,3659,,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,No,Yes,No,6,No,No,Yes,145.0998990,-37.0639790
VIC,TALLAROOK,CALTEX,HUME HIGHWAY,3659,,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,No,Yes,No,6,No,No,Yes,145.0915350,-37.1109370
SA,EDWARDSTOWN,CALTEX,1004 SOUTH RD,5039,08 82766590,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,No,Yes,138.5737690,-34.9818760
VIC,NUMURKAH,CALTEX,3221 GOULBURN VALLEY HWY,3636,03 58623235,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,1,No,No,Yes,145.4317620,-36.0996050
SA,PROSPECT,CALTEX WOOLWORTHS,204-208 MAIN NORTH RD,5082,08 82694030,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N,Yes,No,Yes,138.6023780,-34.8809720
NSW,NARRABEEN,CALTEX,1509-1511 PITTWATER RD,2101,02 9970 6998,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,No,No,Yes,151.2969220,-33.7046230
VIC,MILDURA,CALTEX,216 DEAKIN AVENUE,3500,03 50233383,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,142.1537670,-34.1927110
QLD,DIMBULAH,INDEPENDENT,22 STEPHENS ST,4872,07 40935178,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,1,No,No,No,145.1057310,-17.1468900
VIC,EDENHOPE,CALTEX,2 WIMMERA HWY,3318,0438 415558,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,4,No,No,No,141.3039280,-37.0355600
QLD,BUNDABERG SOUTH,CALTEX,143A TARGO ST CNR WALKER ST,4670,07 4153 5062,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,No,No,No,152.3548240,-24.8782820
QLD,ROBINA,CALTEX,MARKERI ST CNR ROBINA PARKWAY,4226,07 5593 1477,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,No,No,Yes,153.3941980,-28.0570560
VIC,MILL PARK,CALTEX,377 PLENTY RD BTWN CHILDS & CENTENA,3082,03 94368066,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,No,No,Yes,145.0735320,-37.6598630
NSW,LAKE HAVEN,CALTEX,GOOBARABAH AVE CNR GOROKAN DRIVE,2263,02 43932280,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,No,No,Yes,151.5064960,-33.2433510
VIC,GUNBOWER,CALTEX,22-26 MAIN ST MURRAY VALLEY HWY,3566,03 54871414,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,Yes,Yes,N,No,No,Yes,144.3695300,-35.9557060
NSW,LONG JETTY,CALTEX WOOLWORTHS,431 THE ENTRANCE RD,2261,02 43333903,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,151.4828100,-33.3603840
NSW,BANORA POINT WEST,CALTEX,DARLINGTON DRIVE CNR LEISURE DRIVE,2486,07 5524 8255,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,Yes,No,Yes,153.5323070,-28.2127350
VIC,TARNEIT,CALTEX,MT DERRIMUT RD CNR SAYERS RD,3029,03 8742 2387,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,No,Yes,Yes,144.6930000,-37.8237000
NT,TENNANT CREEK,CALTEX,84 PATERSON ST,0860,08 89623112,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,Yes,No,N,No,No,No,134.1913690,-19.6450350
WA,WARNBRO,CALTEX WOOLWORTHS,301 WARNBRO SOUND AVE & BRISTOL ST,6169,08 95936100,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,115.7583790,-32.3286150
ACT,LYNEHAM,WOOLWORTHS CALTEX,661 NORTHBOURNE AVE (EXHIBITION CEN,2602,02 6255 4928,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,,No,No,Yes,N,No,No,Yes,149.1240000,-35.2519000
QLD,BLACKWATER,WOOLWORTHS CALTEX,48-50 RAILWAY STREET,4717,07 4982 6285,No,Yes,No,No,No,No,No,Yes,No,Yes,No,,No,No,Yes,N,No,No,Yes,148.8853440,-23.5855570
VIC,ROSEBUD,SAFEWAY CALTEX,4-10 BONEO ROAD (CNR CAIRNS AVENUE),3939,03 5986 1882,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,,No,No,Yes,N,No,No,Yes,144.8895920,-38.3609030
QLD,PARK RIDGE,CALTEX,3726-3730 MT LINDESAY HWY,4125,07 3297 0419,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,No,N,Yes,No,Yes,152.6282030,-27.6965900
QLD,PALMER RIVER,INDEPENDENT,LOT 1 MULLIGAN HWY,4871,07 40602020,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,No,145.0078320,-16.9423720
VIC,NHILL,CALTEX,94-100 VICTORIA ST,3418,,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,,No,No,Yes,N,No,No,Yes,141.6421720,-36.3410950
WA,SCARBOROUGH,CALTEX,74 SCARBOROUGH BEACH RD,6019,08 92457914,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,No,Yes,115.7643780,-31.8941160
NSW,STRATHFIELD SOUTH,CALTEX,600 LIVERPOOL RD,2136,02 9642 1559,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,No,Yes,151.0749250,-33.8882110
TAS,LENAH VALLEY,CALTEX,101 AUGUSTA RD,7008,03 62284171,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,147.2968020,-42.8657510
VIC,DIAMOND CREEK,CALTEX,103-109 MAIN HURSTBRIDGE RD,3089,03 9438 5740,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,No,No,Yes,145.1629350,-37.6743640
SA,FULLARTON,CALTEX,390 FULLARTON RD,5063,08 83794895,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,No,No,Yes,138.6258710,-34.9557690
SA,MENINGIE,CALTEX,75 PRINCES HIGHWAY,5264,0433 379677,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,Yes,No,N,No,No,Yes,139.3370890,-35.6897660
NSW,BULAHDELAH,CALTEX,PACIFIC HWY,2423,02 4997 4328,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,,No,No,Yes,6,No,No,Yes,152.2151850,-32.4005180
WA,LEEDERVILLE,CALTEX,319 VINCENT ST,6007,08 92423978,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,No,Yes,145.5504260,-31.9364910
QLD,BEENLEIGH,CALTEX,76 ALAMEIN ST CNR GEORGE ST,4207,07 3807 5400,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,153.2036490,-27.7158630
WA,KUNUNURRA,BP,596 BANDICOOT DR,6743,08 91691799,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,,No,Yes,No,N,No,No,No,128.7385470,-15.7805690
WA,KUNUNURRA,BP,5 MESSMATE WAY,6743,08 91691188,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,,No,No,Yes,N,No,No,No,128.7399030,-15.7783020
WA,CARNARVON,WOOLWORTHS CALTEX,90 - 92 ROBINSON ROAD  CNR WORRAMEL,6701,08 9941 4051,No,Yes,No,No,No,No,No,Yes,No,Yes,No,,No,No,Yes,N,No,No,Yes,113.6570000,-24.8837000
NSW,LEWISHAM,WOOLWORTHS CALTEX,774 PARRAMATTA RD CNR CARRINGTON ST,2049,02 95683861,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,,No,No,Yes,N,No,No,Yes,151.1440000,-33.8949000
NSW,GRANVILLE,WOOLWORTHS CALTEX,158 CLYDE STREET  CNR REDFERN ST,2142,,Yes,No,No,No,No,No,No,Yes,No,Yes,No,,No,No,Yes,N,No,No,Yes,151.0110000,-33.8359000
QLD,OORALEA,WOOLWORTHS CALTEX,CNR CANECUTTERS RD & BOUNDARY RD,4740,,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,,No,No,Yes,N,No,No,Yes,149.1502220,-21.1740160
QLD,WATERFORD,WOOLWORTHS CALTEX,17 GARDINER ROAD  CNR LOGAN RIVER R,4133,07 32875204,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,,No,No,Yes,N,No,No,Yes,153.1470000,-27.7067000
NSW,ROSEBERY,CALTEX WOOLWORTHS,321 GARDENERS RD,2018,02 93134072,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,No,Yes,151.2059230,-33.9228430
SA,ST MARYS,CALTEX,1129-1131 CNR SOUTH RD & SOUTHERN A,5042,08 8277 8440,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,Yes,Yes,138.5751320,-34.9944440
VIC,BRIGHT,INDEPENDENT,76 GAVAN ST,3741,03 57551238,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,N,No,No,No,146.9593120,-36.7279340
QLD,BEACONSFIELD (MACKAY),CALTEX,47 BEACONSFIELD RD,4740,07 49427277,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,,No,Yes,No,1,Yes,No,No,149.1669650,-21.1008160
WA,WEST SWAN,CALTEX,6639 WEST SWAN RD,6055,08 92743728,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,Yes,No,Yes,115.9907790,-31.8389680
VIC,CORRYONG,INDEPENDENT,33 DONALDSON ST,3707,02 60761150,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,No,147.9054980,-36.1933620
NSW,HAZELBROOK,CALTEX,198 GREAT WESTERN HIGHWAY,2779,02 4758 6744,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,150.4514790,-33.7208360
VIC,ECHUCA,CALTEX,200 OGILVIE AVE,3564,0409 800 678,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,Yes,No,No,144.7530820,-36.1399060
VIC,KALKALLO,CALTEX,1340 HUME HWY,3064,03 9745 2600,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,3,No,No,No,144.9484590,-37.5253420
VIC,COBURG,CALTEX,265-267 SYDNEY RD,3058,03 9384 1182,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,N,No,No,Yes,144.9654230,-37.7476360
VIC,ASCOT VALE,CALTEX,1 EPSOM RD,3032,03 9370 0099,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,N,No,No,Yes,144.9053810,-37.7706310
TAS,GLENORCHY,CALTEX,323-325 MAIN RD,7010,03 62729914,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,No,No,Yes,147.2810540,-42.8339000
NSW,AMBARVALE,CALTEX,37 WOODHOUSE DR CNR WICKFIELD ST,2560,02 46276339,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,Yes,No,Yes,150.8019640,-34.0843840
NSW,HAMILTON,CALTEX,59-63 TUDOR ST CNR GORDON AVE,2303,02 49612753,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,Yes,Yes,151.7508240,-32.9247630
QLD,UPPER COOMERA,CALTEX,OLD COACH RD CNR COMMERCIAL RD,4209,0406934801,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,N,No,Yes,Yes,153.3020000,-27.8703000
VIC,MT BEAUTY,CALTEX,1 LAKESIDE AVE,3699,03 57544061,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,,No,No,Yes,N,No,No,Yes,147.1682570,-36.7430870
NSW,MUSWELLBROOK,CALTEX,12-16 SYDNEY ST,2333,02 65413830,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,No,No,Yes,150.8878170,-32.2675240
VIC,RESERVOIR,CALTEX,931 HIGH ST,3073,03 94621306,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N,Yes,No,Yes,145.0083090,-37.7120680
NSW,SHOALHAVEN HEADS,INDEPENDENT,52-54 SHOALHAVEN HEADS RD,2535,02 44487920,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,Yes,No,No,150.7357070,-34.8481520
WA,FALCON (MIAMI BEACH),CALTEX,2 BAROY ST,6210,08 95345602,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,115.6592810,-32.5804080
VIC,EPPING,CALTEX,206-212 COOPER ST,3076,03 94088588,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N,No,No,Yes,145.0118320,-37.6505800
QLD,SUNNYBANK,CALTEX WOOLWORTHS,81 MAINS RD,4109,07 3344 2744,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,Yes,No,N,No,No,Yes,153.0618410,-27.5844700
NSW,INVERELL,CALTEX,139-141 OTHO ST CNR GLEN INNES RD,2360,02 67221300,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,N,Yes,No,Yes,151.1144040,-29.7781980
SA,MT. GAMBIER,WOOLWORTHS CALTEX,176 PENOLA ROAD,5290,,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,,No,No,Yes,N,No,No,Yes,140.7911590,-37.8078650
NSW,GOONELLABAH,WOOLWORTHS CALTEX,2 SIMEONI DRIVE,2480,02 6624 2830,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,,No,No,Yes,N,No,No,Yes,153.3274300,-28.8225250
QLD,SELLHEIM,INDEPENDENT,10926 FLINDERS HIGHWAY,4816,07 47873587,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,Yes,No,N,No,No,No,146.4152240,-20.0077630
QLD,CLEVELAND,CALTEX WOOLWORTHS,19-23 SHORE ST CNR 2 GRANT ST,4163,07 3821 0225,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,N,No,No,Yes,153.2536190,-27.5243830
NSW,PEAKHURST,WOOLWORTHS CALTEX,742 FOREST ROAD,2210,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,,No,No,Yes,N,No,No,Yes,151.0680340,-33.9576250
VIC,COWES,SAFEWAY CALTEX,124 - 128 THOMPSON AVENUE,3922,,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,,No,No,Yes,N,No,No,No,145.2388810,-38.4532220
VIC,TALLANGATTA,CALTEX,21 TOWONG STREET,3700,02 60712414,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,147.1797580,-36.2155730
NSW,HOWLONG,CALTEX,150 HAWKINS ST,2643,02 60265692,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,Yes,Yes,N,No,No,Yes,146.6408510,-35.9815590
QLD,CLEVELAND,AMPOL,BLOOMFIELD ST CNR ROSS COURT,4163,07 3821 1602,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Yes,No,Yes,N,No,No,Yes,153.2663070,-27.5326010
WA,DONGARA,INDEPENDENT,39 MORETON TCE,6525,,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,,No,No,No,N,No,No,No,114.6307100,-28.3575900
VIC,ECHUCA,CALTEX,44-50 NORTHERN HIGHWAY,3564,0433 412 405,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,No,No,Yes,6,Yes,No,Yes,144.7511590,-36.1397410
VIC,HAWTHORN EAST,CALTEX,73 CAMBERWELL RD,3123,98828140,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N,No,Yes,Yes,145.0518090,-37.8270020
VIC,SPRINGVALE,CALTEX,154-172 SPRINGVALE RD,3171,03 9548 3222,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,,Yes,Yes,Yes,N,Yes,Yes,Yes,145.1532270,-37.9462950
WA,PAYNES FIND,INDEPENDENT,GREAT NORTHER HIGHWAY,6612,,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,,No,No,No,N,No,No,No,117.6808540,-29.2664550
TAS,SANDY BAY,CALTEX WOOLWORTHS,388 SANDY BAY RD,7005,03 6225 1204,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,No,Yes,147.3348050,-42.9024140
VIC,DANDENONG,CALTEX,CNR GREENS & FRANKSTON-DANDENONG RD,3175,03 97922899,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,No,Yes,Yes,1,No,No,Yes,145.2158200,-38.0151240
NSW,ELERMORE VALE,CALTEX,54 CARDIFF ROAD,2287,02 49511039,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,151.6719480,-32.9155620
NSW,WALBUNDRIE,INDEPENDENT,BILLABONG ST,2642,02 60299003,No,Yes,No,No,No,Yes,No,No,No,Yes,No,,No,No,No,N,No,No,No,146.7223120,-35.6921610
NSW,KURMOND,INDEPENDENT,583 BELLS LINE OF ROAD,2757,02 45731204,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,No,150.6830150,-33.5506440
NSW,MORISSET,CALTEX,11 GATEWAY BOULEVARD,2264,02 4970 5088,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,No,Yes,151.4713400,-33.1168180
NSW,CANLEY HEIGHTS,CALTEX,280-286 CANLEY VALE RD,2166,02 97260460,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,,No,Yes,Yes,N,No,No,Yes,150.9241970,-33.8837390
NSW,MOOREBANK,CALTEX,2 BRIDGES RD CNR NEWBRIDGE RD,2170,02 96026025,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,150.9326050,-33.9283430
VIC,WESTMEADOWS,CALTEX SAFEWAY,227-231 MICKLEHAM RD,3049,03 93301702,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,N,No,No,Yes,144.8829280,-37.6846760
NSW,TAHMOOR,CALTEX,2900 REMEMBRANCE DRIVE,2573,02 46810101,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,Yes,Yes,N,No,No,No,150.5817520,-34.2946810
VIC,LONGWARRY,CALTEX,341 SAND RD CNR PRINCES HWY,3816,03 5629 9102,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,Yes,N,No,No,Yes,145.7710000,-38.1113000
VIC,LONGWARRY,CALTEX,290 SAND RD CNR PRINCES HWY,3816,03 5629 9077,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,Yes,N,No,No,Yes,145.7710000,-38.1113000
WA,BOYUP BROOK,INDEPENDENT,31-33 ABEL STREET,6244,08 97651303,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,116.3837580,-33.8293630
NSW,MOULAMEIN,CALTEX,64-66 TALLOW ST,2733,03 58875111,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,144.0347900,-35.0888360
QLD,PAMPAS,CALTEX,GORE HIGHWAY,4352,,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,,No,No,Yes,6,No,No,Yes,151.4114180,-27.7904170
NSW,IVANHOE,INDEPENDENT,LOT 32 COLUMBUS ST,2878,0447 920311,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,5,No,No,No,149.8411830,-32.8975230
QLD,ROCKHAMPTON NORTH,CALTEX,369 YAAMBA RD,4701,07 4928 3077,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,No,No,Yes,150.5221560,-23.3475550
NSW,CUDMIRRAH,NONE,14 GOONAWARRA DRIVE,2540,02 44413006,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,Yes,No,No,150.5598050,-35.1946310
NSW,BERESFIELD NORTH,CALTEX,WEAKLEYS DR CNR BALOOK DR,2322,0249644400,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,Yes,2,No,No,Yes,151.6340710,-32.8069200
NSW,EDGEWORTH,CALTEX,662 MAIN RD CNR TURNBULL ST,2285,02 49530520,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,151.6278350,-32.9256210
NSW,BATHURST,CALTEX,53 DURHAM ST,2795,0418 640 188,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,No,No,No,1,No,No,Yes,149.5850680,-33.4174770
VIC,CARNEGIE,CALTEX SAFEWAY,147 KOORNANG ROAD,3163,03 95636253,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,145.0569990,-37.8892030
NSW,KELSO,CALTEX,17 GREAT WESTERN HWY,2795,02 63314477,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,,Yes,No,Yes,1,No,No,Yes,149.6015970,-33.4186390
NSW,ARMIDALE,CALTEX,2-4 MARSH ST,2350,02 67713411,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,No,No,Yes,151.6729890,-30.5029810
QLD,MAROOCHYDORE,CALTEX WOOLWORTHS,78-84 AERODROME RD CNR ROSE ST,4558,07 5443 2366,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N,Yes,No,Yes,153.0975190,-26.6595250
NSW,SWAN HILL,INDEPENDENT,6-8 JENNINGS RD,3585,03 50324469,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,,No,Yes,No,N,No,No,No,143.5601810,-35.3361750
